Date,Calendar Year,Month Name,Month Number,Quarter,ID
20/07/1905,1905,July,7,Q3,2027
21/07/1905,1905,July,7,Q3,2028
22/07/1905,1905,July,7,Q3,2029
23/07/1905,1905,July,7,Q3,2030
24/07/1905,1905,July,7,Q3,2031
25/07/1905,1905,July,7,Q3,2032
26/07/1905,1905,July,7,Q3,2033
27/07/1905,1905,July,7,Q3,2034
28/07/1905,1905,July,7,Q3,2035
29/07/1905,1905,July,7,Q3,2036
30/07/1905,1905,July,7,Q3,2037
31/07/1905,1905,July,7,Q3,2038
01/07/1906,1906,July,7,Q3,2373
02/07/1906,1906,July,7,Q3,2374
03/07/1906,1906,July,7,Q3,2375
04/07/1906,1906,July,7,Q3,2376
05/07/1906,1906,July,7,Q3,2377
06/07/1906,1906,July,7,Q3,2378
07/07/1906,1906,July,7,Q3,2379
08/07/1906,1906,July,7,Q3,2380
09/07/1906,1906,July,7,Q3,2381
10/07/1906,1906,July,7,Q3,2382
11/07/1906,1906,July,7,Q3,2383
12/07/1906,1906,July,7,Q3,2384
13/07/1906,1906,July,7,Q3,2385
14/07/1906,1906,July,7,Q3,2386
15/07/1906,1906,July,7,Q3,2387
16/07/1906,1906,July,7,Q3,2388
17/07/1906,1906,July,7,Q3,2389
18/07/1906,1906,July,7,Q3,2390
19/07/1906,1906,July,7,Q3,2391
20/07/1906,1906,July,7,Q3,2392
21/07/1906,1906,July,7,Q3,2393
22/07/1906,1906,July,7,Q3,2394
23/07/1906,1906,July,7,Q3,2395
24/07/1906,1906,July,7,Q3,2396
25/07/1906,1906,July,7,Q3,2397
26/07/1906,1906,July,7,Q3,2398
27/07/1906,1906,July,7,Q3,2399
28/07/1906,1906,July,7,Q3,2400
29/07/1906,1906,July,7,Q3,2401
30/07/1906,1906,July,7,Q3,2402
31/07/1906,1906,July,7,Q3,2403
01/07/1907,1907,July,7,Q3,2738
02/07/1907,1907,July,7,Q3,2739
03/07/1907,1907,July,7,Q3,2740
04/07/1907,1907,July,7,Q3,2741
05/07/1907,1907,July,7,Q3,2742
06/07/1907,1907,July,7,Q3,2743
07/07/1907,1907,July,7,Q3,2744
08/07/1907,1907,July,7,Q3,2745
09/07/1907,1907,July,7,Q3,2746
10/07/1907,1907,July,7,Q3,2747
11/07/1907,1907,July,7,Q3,2748
12/07/1907,1907,July,7,Q3,2749
13/07/1907,1907,July,7,Q3,2750
14/07/1907,1907,July,7,Q3,2751
15/07/1907,1907,July,7,Q3,2752
16/07/1907,1907,July,7,Q3,2753
17/07/1907,1907,July,7,Q3,2754
18/07/1907,1907,July,7,Q3,2755
19/07/1907,1907,July,7,Q3,2756
20/07/1907,1907,July,7,Q3,2757
21/07/1907,1907,July,7,Q3,2758
22/07/1907,1907,July,7,Q3,2759
23/07/1907,1907,July,7,Q3,2760
24/07/1907,1907,July,7,Q3,2761
25/07/1907,1907,July,7,Q3,2762
26/07/1907,1907,July,7,Q3,2763
27/07/1907,1907,July,7,Q3,2764
28/07/1907,1907,July,7,Q3,2765
29/07/1907,1907,July,7,Q3,2766
30/07/1907,1907,July,7,Q3,2767
31/07/1907,1907,July,7,Q3,2768
01/07/1908,1908,July,7,Q3,3104
02/07/1908,1908,July,7,Q3,3105
03/07/1908,1908,July,7,Q3,3106
04/07/1908,1908,July,7,Q3,3107
05/07/1908,1908,July,7,Q3,3108
06/07/1908,1908,July,7,Q3,3109
07/07/1908,1908,July,7,Q3,3110
08/07/1908,1908,July,7,Q3,3111
09/07/1908,1908,July,7,Q3,3112
10/07/1908,1908,July,7,Q3,3113
11/07/1908,1908,July,7,Q3,3114
12/07/1908,1908,July,7,Q3,3115
13/07/1908,1908,July,7,Q3,3116
14/07/1908,1908,July,7,Q3,3117
15/07/1908,1908,July,7,Q3,3118
16/07/1908,1908,July,7,Q3,3119
17/07/1908,1908,July,7,Q3,3120
18/07/1908,1908,July,7,Q3,3121
19/07/1908,1908,July,7,Q3,3122
20/07/1908,1908,July,7,Q3,3123
21/07/1908,1908,July,7,Q3,3124
22/07/1908,1908,July,7,Q3,3125
23/07/1908,1908,July,7,Q3,3126
24/07/1908,1908,July,7,Q3,3127
25/07/1908,1908,July,7,Q3,3128
26/07/1908,1908,July,7,Q3,3129
27/07/1908,1908,July,7,Q3,3130
28/07/1908,1908,July,7,Q3,3131
29/07/1908,1908,July,7,Q3,3132
30/07/1908,1908,July,7,Q3,3133
31/07/1908,1908,July,7,Q3,3134
01/07/1909,1909,July,7,Q3,3469
02/07/1909,1909,July,7,Q3,3470
03/07/1909,1909,July,7,Q3,3471
04/07/1909,1909,July,7,Q3,3472
05/07/1909,1909,July,7,Q3,3473
06/07/1909,1909,July,7,Q3,3474
07/07/1909,1909,July,7,Q3,3475
08/07/1909,1909,July,7,Q3,3476
09/07/1909,1909,July,7,Q3,3477
10/07/1909,1909,July,7,Q3,3478
11/07/1909,1909,July,7,Q3,3479
12/07/1909,1909,July,7,Q3,3480
13/07/1909,1909,July,7,Q3,3481
14/07/1909,1909,July,7,Q3,3482
15/07/1909,1909,July,7,Q3,3483
16/07/1909,1909,July,7,Q3,3484
17/07/1909,1909,July,7,Q3,3485
18/07/1909,1909,July,7,Q3,3486
19/07/1909,1909,July,7,Q3,3487
20/07/1909,1909,July,7,Q3,3488
21/07/1909,1909,July,7,Q3,3489
22/07/1909,1909,July,7,Q3,3490
23/07/1909,1909,July,7,Q3,3491
24/07/1909,1909,July,7,Q3,3492
25/07/1909,1909,July,7,Q3,3493
26/07/1909,1909,July,7,Q3,3494
27/07/1909,1909,July,7,Q3,3495
28/07/1909,1909,July,7,Q3,3496
29/07/1909,1909,July,7,Q3,3497
30/07/1909,1909,July,7,Q3,3498
31/07/1909,1909,July,7,Q3,3499
01/07/1910,1910,July,7,Q3,3834
02/07/1910,1910,July,7,Q3,3835
03/07/1910,1910,July,7,Q3,3836
04/07/1910,1910,July,7,Q3,3837
05/07/1910,1910,July,7,Q3,3838
06/07/1910,1910,July,7,Q3,3839
07/07/1910,1910,July,7,Q3,3840
08/07/1910,1910,July,7,Q3,3841
09/07/1910,1910,July,7,Q3,3842
10/07/1910,1910,July,7,Q3,3843
11/07/1910,1910,July,7,Q3,3844
12/07/1910,1910,July,7,Q3,3845
13/07/1910,1910,July,7,Q3,3846
14/07/1910,1910,July,7,Q3,3847
15/07/1910,1910,July,7,Q3,3848
16/07/1910,1910,July,7,Q3,3849
17/07/1910,1910,July,7,Q3,3850
18/07/1910,1910,July,7,Q3,3851
19/07/1910,1910,July,7,Q3,3852
20/07/1910,1910,July,7,Q3,3853
21/07/1910,1910,July,7,Q3,3854
22/07/1910,1910,July,7,Q3,3855
23/07/1910,1910,July,7,Q3,3856
24/07/1910,1910,July,7,Q3,3857
25/07/1910,1910,July,7,Q3,3858
26/07/1910,1910,July,7,Q3,3859
27/07/1910,1910,July,7,Q3,3860
28/07/1910,1910,July,7,Q3,3861
29/07/1910,1910,July,7,Q3,3862
30/07/1910,1910,July,7,Q3,3863
31/07/1910,1910,July,7,Q3,3864
01/07/1911,1911,July,7,Q3,4199
02/07/1911,1911,July,7,Q3,4200
03/07/1911,1911,July,7,Q3,4201
04/07/1911,1911,July,7,Q3,4202
05/07/1911,1911,July,7,Q3,4203
06/07/1911,1911,July,7,Q3,4204
07/07/1911,1911,July,7,Q3,4205
08/07/1911,1911,July,7,Q3,4206
09/07/1911,1911,July,7,Q3,4207
10/07/1911,1911,July,7,Q3,4208
11/07/1911,1911,July,7,Q3,4209
12/07/1911,1911,July,7,Q3,4210
13/07/1911,1911,July,7,Q3,4211
14/07/1911,1911,July,7,Q3,4212
15/07/1911,1911,July,7,Q3,4213
16/07/1911,1911,July,7,Q3,4214
17/07/1911,1911,July,7,Q3,4215
18/07/1911,1911,July,7,Q3,4216
19/07/1911,1911,July,7,Q3,4217
20/07/1911,1911,July,7,Q3,4218
21/07/1911,1911,July,7,Q3,4219
22/07/1911,1911,July,7,Q3,4220
23/07/1911,1911,July,7,Q3,4221
24/07/1911,1911,July,7,Q3,4222
25/07/1911,1911,July,7,Q3,4223
26/07/1911,1911,July,7,Q3,4224
27/07/1911,1911,July,7,Q3,4225
28/07/1911,1911,July,7,Q3,4226
29/07/1911,1911,July,7,Q3,4227
30/07/1911,1911,July,7,Q3,4228
31/07/1911,1911,July,7,Q3,4229
01/07/1912,1912,July,7,Q3,4565
02/07/1912,1912,July,7,Q3,4566
03/07/1912,1912,July,7,Q3,4567
04/07/1912,1912,July,7,Q3,4568
05/07/1912,1912,July,7,Q3,4569
06/07/1912,1912,July,7,Q3,4570
07/07/1912,1912,July,7,Q3,4571
08/07/1912,1912,July,7,Q3,4572
09/07/1912,1912,July,7,Q3,4573
10/07/1912,1912,July,7,Q3,4574
11/07/1912,1912,July,7,Q3,4575
12/07/1912,1912,July,7,Q3,4576
13/07/1912,1912,July,7,Q3,4577
14/07/1912,1912,July,7,Q3,4578
15/07/1912,1912,July,7,Q3,4579
16/07/1912,1912,July,7,Q3,4580
17/07/1912,1912,July,7,Q3,4581
18/07/1912,1912,July,7,Q3,4582
19/07/1912,1912,July,7,Q3,4583
20/07/1912,1912,July,7,Q3,4584
21/07/1912,1912,July,7,Q3,4585
22/07/1912,1912,July,7,Q3,4586
23/07/1912,1912,July,7,Q3,4587
24/07/1912,1912,July,7,Q3,4588
25/07/1912,1912,July,7,Q3,4589
26/07/1912,1912,July,7,Q3,4590
27/07/1912,1912,July,7,Q3,4591
28/07/1912,1912,July,7,Q3,4592
29/07/1912,1912,July,7,Q3,4593
30/07/1912,1912,July,7,Q3,4594
31/07/1912,1912,July,7,Q3,4595
01/07/1913,1913,July,7,Q3,4930
02/07/1913,1913,July,7,Q3,4931
03/07/1913,1913,July,7,Q3,4932
04/07/1913,1913,July,7,Q3,4933
05/07/1913,1913,July,7,Q3,4934
06/07/1913,1913,July,7,Q3,4935
07/07/1913,1913,July,7,Q3,4936
08/07/1913,1913,July,7,Q3,4937
09/07/1913,1913,July,7,Q3,4938
10/07/1913,1913,July,7,Q3,4939
11/07/1913,1913,July,7,Q3,4940
12/07/1913,1913,July,7,Q3,4941
13/07/1913,1913,July,7,Q3,4942
14/07/1913,1913,July,7,Q3,4943
15/07/1913,1913,July,7,Q3,4944
16/07/1913,1913,July,7,Q3,4945
17/07/1913,1913,July,7,Q3,4946
18/07/1913,1913,July,7,Q3,4947
19/07/1913,1913,July,7,Q3,4948
20/07/1913,1913,July,7,Q3,4949
21/07/1913,1913,July,7,Q3,4950
22/07/1913,1913,July,7,Q3,4951
23/07/1913,1913,July,7,Q3,4952
24/07/1913,1913,July,7,Q3,4953
25/07/1913,1913,July,7,Q3,4954
26/07/1913,1913,July,7,Q3,4955
27/07/1913,1913,July,7,Q3,4956
28/07/1913,1913,July,7,Q3,4957
29/07/1913,1913,July,7,Q3,4958
30/07/1913,1913,July,7,Q3,4959
31/07/1913,1913,July,7,Q3,4960
01/07/1914,1914,July,7,Q3,5295
02/07/1914,1914,July,7,Q3,5296
03/07/1914,1914,July,7,Q3,5297
04/07/1914,1914,July,7,Q3,5298
05/07/1914,1914,July,7,Q3,5299
06/07/1914,1914,July,7,Q3,5300
07/07/1914,1914,July,7,Q3,5301
08/07/1914,1914,July,7,Q3,5302
09/07/1914,1914,July,7,Q3,5303
10/07/1914,1914,July,7,Q3,5304
11/07/1914,1914,July,7,Q3,5305
12/07/1914,1914,July,7,Q3,5306
13/07/1914,1914,July,7,Q3,5307
14/07/1914,1914,July,7,Q3,5308
15/07/1914,1914,July,7,Q3,5309
16/07/1914,1914,July,7,Q3,5310
17/07/1914,1914,July,7,Q3,5311
18/07/1914,1914,July,7,Q3,5312
19/07/1914,1914,July,7,Q3,5313
20/07/1914,1914,July,7,Q3,5314
21/07/1914,1914,July,7,Q3,5315
22/07/1914,1914,July,7,Q3,5316
23/07/1914,1914,July,7,Q3,5317
24/07/1914,1914,July,7,Q3,5318
25/07/1914,1914,July,7,Q3,5319
26/07/1914,1914,July,7,Q3,5320
27/07/1914,1914,July,7,Q3,5321
28/07/1914,1914,July,7,Q3,5322
29/07/1914,1914,July,7,Q3,5323
30/07/1914,1914,July,7,Q3,5324
31/07/1914,1914,July,7,Q3,5325
01/07/1915,1915,July,7,Q3,5660
02/07/1915,1915,July,7,Q3,5661
03/07/1915,1915,July,7,Q3,5662
04/07/1915,1915,July,7,Q3,5663
05/07/1915,1915,July,7,Q3,5664
06/07/1915,1915,July,7,Q3,5665
07/07/1915,1915,July,7,Q3,5666
08/07/1915,1915,July,7,Q3,5667
09/07/1915,1915,July,7,Q3,5668
10/07/1915,1915,July,7,Q3,5669
11/07/1915,1915,July,7,Q3,5670
12/07/1915,1915,July,7,Q3,5671
13/07/1915,1915,July,7,Q3,5672
14/07/1915,1915,July,7,Q3,5673
15/07/1915,1915,July,7,Q3,5674
16/07/1915,1915,July,7,Q3,5675
17/07/1915,1915,July,7,Q3,5676
18/07/1915,1915,July,7,Q3,5677
19/07/1915,1915,July,7,Q3,5678
20/07/1915,1915,July,7,Q3,5679
21/07/1915,1915,July,7,Q3,5680
22/07/1915,1915,July,7,Q3,5681
23/07/1915,1915,July,7,Q3,5682
24/07/1915,1915,July,7,Q3,5683
25/07/1915,1915,July,7,Q3,5684
26/07/1915,1915,July,7,Q3,5685
27/07/1915,1915,July,7,Q3,5686
28/07/1915,1915,July,7,Q3,5687
29/07/1915,1915,July,7,Q3,5688
30/07/1915,1915,July,7,Q3,5689
31/07/1915,1915,July,7,Q3,5690
01/07/1916,1916,July,7,Q3,6026
02/07/1916,1916,July,7,Q3,6027
03/07/1916,1916,July,7,Q3,6028
04/07/1916,1916,July,7,Q3,6029
05/07/1916,1916,July,7,Q3,6030
06/07/1916,1916,July,7,Q3,6031
07/07/1916,1916,July,7,Q3,6032
08/07/1916,1916,July,7,Q3,6033
09/07/1916,1916,July,7,Q3,6034
10/07/1916,1916,July,7,Q3,6035
11/07/1916,1916,July,7,Q3,6036
12/07/1916,1916,July,7,Q3,6037
13/07/1916,1916,July,7,Q3,6038
14/07/1916,1916,July,7,Q3,6039
15/07/1916,1916,July,7,Q3,6040
16/07/1916,1916,July,7,Q3,6041
17/07/1916,1916,July,7,Q3,6042
18/07/1916,1916,July,7,Q3,6043
19/07/1916,1916,July,7,Q3,6044
20/07/1916,1916,July,7,Q3,6045
21/07/1916,1916,July,7,Q3,6046
22/07/1916,1916,July,7,Q3,6047
23/07/1916,1916,July,7,Q3,6048
24/07/1916,1916,July,7,Q3,6049
25/07/1916,1916,July,7,Q3,6050
26/07/1916,1916,July,7,Q3,6051
27/07/1916,1916,July,7,Q3,6052
28/07/1916,1916,July,7,Q3,6053
29/07/1916,1916,July,7,Q3,6054
30/07/1916,1916,July,7,Q3,6055
31/07/1916,1916,July,7,Q3,6056
01/07/1917,1917,July,7,Q3,6391
02/07/1917,1917,July,7,Q3,6392
03/07/1917,1917,July,7,Q3,6393
04/07/1917,1917,July,7,Q3,6394
05/07/1917,1917,July,7,Q3,6395
06/07/1917,1917,July,7,Q3,6396
07/07/1917,1917,July,7,Q3,6397
08/07/1917,1917,July,7,Q3,6398
09/07/1917,1917,July,7,Q3,6399
10/07/1917,1917,July,7,Q3,6400
11/07/1917,1917,July,7,Q3,6401
12/07/1917,1917,July,7,Q3,6402
13/07/1917,1917,July,7,Q3,6403
14/07/1917,1917,July,7,Q3,6404
15/07/1917,1917,July,7,Q3,6405
16/07/1917,1917,July,7,Q3,6406
17/07/1917,1917,July,7,Q3,6407
18/07/1917,1917,July,7,Q3,6408
19/07/1917,1917,July,7,Q3,6409
20/07/1917,1917,July,7,Q3,6410
21/07/1917,1917,July,7,Q3,6411
22/07/1917,1917,July,7,Q3,6412
23/07/1917,1917,July,7,Q3,6413
24/07/1917,1917,July,7,Q3,6414
25/07/1917,1917,July,7,Q3,6415
26/07/1917,1917,July,7,Q3,6416
27/07/1917,1917,July,7,Q3,6417
28/07/1917,1917,July,7,Q3,6418
29/07/1917,1917,July,7,Q3,6419
30/07/1917,1917,July,7,Q3,6420
31/07/1917,1917,July,7,Q3,6421
01/07/1918,1918,July,7,Q3,6756
02/07/1918,1918,July,7,Q3,6757
03/07/1918,1918,July,7,Q3,6758
04/07/1918,1918,July,7,Q3,6759
05/07/1918,1918,July,7,Q3,6760
06/07/1918,1918,July,7,Q3,6761
07/07/1918,1918,July,7,Q3,6762
08/07/1918,1918,July,7,Q3,6763
09/07/1918,1918,July,7,Q3,6764
10/07/1918,1918,July,7,Q3,6765
11/07/1918,1918,July,7,Q3,6766
12/07/1918,1918,July,7,Q3,6767
13/07/1918,1918,July,7,Q3,6768
14/07/1918,1918,July,7,Q3,6769
15/07/1918,1918,July,7,Q3,6770
16/07/1918,1918,July,7,Q3,6771
17/07/1918,1918,July,7,Q3,6772
18/07/1918,1918,July,7,Q3,6773
19/07/1918,1918,July,7,Q3,6774
20/07/1918,1918,July,7,Q3,6775
21/07/1918,1918,July,7,Q3,6776
22/07/1918,1918,July,7,Q3,6777
23/07/1918,1918,July,7,Q3,6778
24/07/1918,1918,July,7,Q3,6779
25/07/1918,1918,July,7,Q3,6780
26/07/1918,1918,July,7,Q3,6781
27/07/1918,1918,July,7,Q3,6782
28/07/1918,1918,July,7,Q3,6783
29/07/1918,1918,July,7,Q3,6784
30/07/1918,1918,July,7,Q3,6785
31/07/1918,1918,July,7,Q3,6786
01/07/1919,1919,July,7,Q3,7121
02/07/1919,1919,July,7,Q3,7122
03/07/1919,1919,July,7,Q3,7123
04/07/1919,1919,July,7,Q3,7124
05/07/1919,1919,July,7,Q3,7125
06/07/1919,1919,July,7,Q3,7126
07/07/1919,1919,July,7,Q3,7127
08/07/1919,1919,July,7,Q3,7128
09/07/1919,1919,July,7,Q3,7129
10/07/1919,1919,July,7,Q3,7130
11/07/1919,1919,July,7,Q3,7131
12/07/1919,1919,July,7,Q3,7132
13/07/1919,1919,July,7,Q3,7133
14/07/1919,1919,July,7,Q3,7134
15/07/1919,1919,July,7,Q3,7135
16/07/1919,1919,July,7,Q3,7136
17/07/1919,1919,July,7,Q3,7137
18/07/1919,1919,July,7,Q3,7138
19/07/1919,1919,July,7,Q3,7139
20/07/1919,1919,July,7,Q3,7140
21/07/1919,1919,July,7,Q3,7141
22/07/1919,1919,July,7,Q3,7142
23/07/1919,1919,July,7,Q3,7143
24/07/1919,1919,July,7,Q3,7144
25/07/1919,1919,July,7,Q3,7145
26/07/1919,1919,July,7,Q3,7146
27/07/1919,1919,July,7,Q3,7147
28/07/1919,1919,July,7,Q3,7148
29/07/1919,1919,July,7,Q3,7149
30/07/1919,1919,July,7,Q3,7150
31/07/1919,1919,July,7,Q3,7151
01/07/1920,1920,July,7,Q3,7487
02/07/1920,1920,July,7,Q3,7488
03/07/1920,1920,July,7,Q3,7489
04/07/1920,1920,July,7,Q3,7490
05/07/1920,1920,July,7,Q3,7491
06/07/1920,1920,July,7,Q3,7492
07/07/1920,1920,July,7,Q3,7493
08/07/1920,1920,July,7,Q3,7494
09/07/1920,1920,July,7,Q3,7495
10/07/1920,1920,July,7,Q3,7496
11/07/1920,1920,July,7,Q3,7497
12/07/1920,1920,July,7,Q3,7498
13/07/1920,1920,July,7,Q3,7499
14/07/1920,1920,July,7,Q3,7500
15/07/1920,1920,July,7,Q3,7501
16/07/1920,1920,July,7,Q3,7502
17/07/1920,1920,July,7,Q3,7503
18/07/1920,1920,July,7,Q3,7504
19/07/1920,1920,July,7,Q3,7505
20/07/1920,1920,July,7,Q3,7506
21/07/1920,1920,July,7,Q3,7507
22/07/1920,1920,July,7,Q3,7508
23/07/1920,1920,July,7,Q3,7509
24/07/1920,1920,July,7,Q3,7510
25/07/1920,1920,July,7,Q3,7511
26/07/1920,1920,July,7,Q3,7512
27/07/1920,1920,July,7,Q3,7513
28/07/1920,1920,July,7,Q3,7514
29/07/1920,1920,July,7,Q3,7515
30/07/1920,1920,July,7,Q3,7516
31/07/1920,1920,July,7,Q3,7517
01/07/1921,1921,July,7,Q3,7852
02/07/1921,1921,July,7,Q3,7853
03/07/1921,1921,July,7,Q3,7854
04/07/1921,1921,July,7,Q3,7855
05/07/1921,1921,July,7,Q3,7856
06/07/1921,1921,July,7,Q3,7857
07/07/1921,1921,July,7,Q3,7858
08/07/1921,1921,July,7,Q3,7859
09/07/1921,1921,July,7,Q3,7860
10/07/1921,1921,July,7,Q3,7861
11/07/1921,1921,July,7,Q3,7862
12/07/1921,1921,July,7,Q3,7863
13/07/1921,1921,July,7,Q3,7864
14/07/1921,1921,July,7,Q3,7865
15/07/1921,1921,July,7,Q3,7866
16/07/1921,1921,July,7,Q3,7867
17/07/1921,1921,July,7,Q3,7868
